Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1751109386,1000,,Aggregated,498.400000,0.000000,3,4,5,6,530,790,970,1100,1200,1300,1300,22126,0,3,103.9356559819665,2.1659480007656384,1300.3468669994618,19.931302539998192
1751109387,1000,,Aggregated,495.700000,0.000000,3,4,5,5,510,790,960,1100,1200,1300,1300,22644,0,3,101.63873899832147,2.1659480007656384,1300.3468669994618,19.475357710651828
1751109388,1000,,Aggregated,496.500000,0.000000,3,4,5,5,500,780,960,1100,1200,1300,1300,23147,0,3,99.50779047396985,2.1659480007656384,1300.3468669994618,19.052144986391326
1751109389,1000,,Aggregated,500.000000,0.000000,3,4,5,5,480,780,960,1100,1200,1300,1300,23645,0,3,97.48215157910701,2.1659480007656384,1300.3468669994618,18.65087756396701
1751109390,1000,,Aggregated,497.100000,0.000000,3,4,5,5,470,770,950,1100,1200,1300,1300,24137,0,3,95.56145318825811,2.1659480007656384,1300.3468669994618,18.270704727182334
1751109391,1000,,Aggregated,497.100000,0.000000,3,4,5,5,460,760,950,1100,1200,1300,1300,24650,0,3,93.64066808186563,2.1659480007656384,1300.3468669994618,17.89046653144016
1751109392,1000,,Aggregated,496.200000,0.000000,3,4,5,5,450,760,950,1100,1200,1300,1300,25143,0,3,91.86776181358631,2.1659480007656384,1300.3468669994618,17.539673070039374
1751109393,1000,,Aggregated,499.200000,0.000000,3,4,5,5,430,750,940,1100,1200,1300,1300,25640,0,3,90.14954998681742,2.1659480007656384,1300.3468669994618,17.1996879875195
1751109394,1000,,Aggregated,498.500000,0.000000,3,4,5,5,420,740,940,1000,1200,1300,1300,26154,0,3,88.47260311145564,2.1659480007656384,1300.3468669994618,16.86166551961459
1751109395,1000,,Aggregated,498.200000,0.000000,3,4,5,5,410,740,940,1000,1200,1300,1300,26627,0,3,86.95694862128705,2.1659480007656384,1300.3468669994618,16.562136177564128
1751109396,1000,,Aggregated,499.100000,0.000000,3,4,4,5,400,730,940,1000,1200,1300,1300,27120,0,3,85.43741092920392,2.1659480007656384,1300.3468669994618,16.261061946902654
1751109397,1000,,Aggregated,500.100000,0.000000,3,4,4,5,380,730,930,1000,1200,1300,1300,27634,0,3,83.90747048747971,2.1659480007656384,1300.3468669994618,15.958601722515741
1751109398,1000,,Aggregated,499.800000,0.000000,3,4,4,5,370,720,930,1000,1200,1300,1300,28130,0,3,82.4891412072175,2.1645100005116547,1300.3468669994618,15.677212939921791
1751109399,1000,,Aggregated,498.700000,0.000000,3,4,4,5,350,720,930,1000,1200,1300,1300,28615,0,3,81.14553327845626,2.1645100005116547,1300.3468669994618,15.411497466363794
1751109400,1000,,Aggregated,498.100000,0.000000,3,4,4,5,340,710,920,1000,1200,1300,1300,29143,0,3,79.73462745221953,2.1645100005116547,1300.3468669994618,15.132278763339395
1751109401,1000,,Aggregated,496.800000,0.000000,3,4,4,5,330,700,920,1000,1200,1300,1300,29631,0,3,78.47368701204934,2.1645100005116547,1300.3468669994618,14.883061658398299
1751109402,1000,,Aggregated,501.800000,0.000000,3,4,4,5,310,700,920,1000,1200,1300,1300,30138,0,3,77.20899265147145,2.1645100005116547,1300.3468669994618,14.632689627712523
1751109403,1000,,Aggregated,499.000000,0.000000,3,4,4,5,290,690,920,1000,1200,1300,1300,30640,0,3,76.01390751687495,2.1645100005116547,1300.3468669994618,14.39295039164491
1751109404,1000,,Aggregated,498.700000,0.000000,3,4,4,5,270,690,920,1000,1200,1300,1300,31134,0,3,74.86064392872896,2.1645100005116547,1300.3468669994618,14.16457891693968
1751109405,1000,,Aggregated,499.200000,0.000000,3,4,4,5,250,680,910,1000,1200,1300,1300,31618,0,3,73.76411342795423,2.1645100005116547,1300.3468669994618,13.947751280915934
1751109406,1000,,Aggregated,500.800000,0.000000,3,4,4,5,230,670,910,1000,1200,1300,1300,32143,0,3,72.61588993118394,2.1645100005116547,1300.3468669994618,13.719939022493234
1751109407,1000,,Aggregated,499.000000,0.000000,3,4,4,5,220,660,910,1000,1200,1300,1300,32644,0,3,71.55189037183102,2.1645100005116547,1300.3468669994618,13.509373851243721
1751109408,1000,,Aggregated,500.300000,0.000000,3,4,4,5,190,660,900,1000,1200,1300,1300,33174,0,3,70.46284136833194,2.1645100005116547,1300.3468669994618,13.293543136190992
1751109409,1000,,Aggregated,499.200000,0.000000,3,4,4,5,170,650,900,1000,1200,1300,1300,33683,0,3,69.44641901122338,2.1645100005116547,1300.3468669994618,13.0926580173975
1751109410,1000,,Aggregated,502.400000,0.000000,3,4,4,5,150,650,900,1000,1200,1300,1300,34147,0,3,68.54741581067246,2.1645100005116547,1300.3468669994618,12.914750929803496
1751109411,1000,,Aggregated,504.100000,0.000000,3,4,4,5,120,640,890,1000,1200,1300,1300,34672,0,3,67.59744827803527,2.1645100005116547,1300.3468669994618,12.719197046608214
1751109412,1000,,Aggregated,501.100000,0.000000,3,4,4,5,82,630,890,1000,1200,1300,1300,35139,0,3,66.74258963843711,2.1645100005116547,1300.3468669994618,12.550157944164603
1751109413,1000,,Aggregated,498.900000,0.000000,3,4,4,5,50,630,890,1000,1200,1300,1300,35648,0,3,65.84074111565955,2.1645100005116547,1300.3468669994618,12.370960502692999
1751109414,1000,,Aggregated,501.000000,0.000000,3,4,4,5,24,620,890,1000,1200,1300,1300,36146,0,3,64.9815627768227,2.1645100005116547,1300.3468669994618,12.20052011287556
1751109415,1000,,Aggregated,499.400000,0.000000,3,4,4,5,20,620,880,1000,1200,1300,1300,36644,0,3,64.14330919236532,2.1645100005116547,1300.3468669994618,12.034712367645454
1751109416,1000,,Aggregated,499.100000,0.000000,3,4,4,5,17,610,880,1000,1200,1300,1300,37147,0,3,63.321373342532276,2.1645100005116547,1300.3468669994618,11.871752766037634
1751109417,1000,,Aggregated,499.400000,0.000000,3,4,4,5,15,610,880,1000,1200,1300,1300,37626,0,3,62.55905657795277,2.1645100005116547,1300.3468669994618,11.720618721097114
1751109418,1000,,Aggregated,500.100000,0.000000,3,4,4,5,13,600,880,1000,1200,1300,1300,38148,0,3,61.75176667568528,2.1645100005116547,1300.3468669994618,11.560239068889588
1751109419,1000,,Aggregated,500.300000,0.000000,3,4,4,5,9,590,880,1000,1200,1300,1300,38646,0,3,61.00378390237129,2.1645100005116547,1300.3468669994618,11.411271541686073
1751109420,1000,,Aggregated,498.900000,0.000000,3,4,4,5,9,590,870,990,1200,1300,1300,39177,0,3,60.24608379064355,2.1645100005116547,1300.3468669994618,11.256604640477832
1751109421,1000,,Aggregated,499.300000,0.000000,3,4,4,5,8,580,870,990,1200,1300,1300,39659,0,3,59.557277616834995,2.1645100005116547,1300.3468669994618,11.119796263143296
